ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00001,PF00011:PF00002:PF00027,151,156,77,74,79,886,0.49,0.86,0.51,0.51,0.42,41,35,116,6,959,0.85,0.89,0.23,0.23,0.41
PF00002,PF00028:PF00008:PF00027,51,181,37,14,144,921,0.2,0.86,0.73,0.73,0.33,52,26,25,26,1039,0.5,0.95,0.51,0.51,0.48
PF00003,PF00010:PF00005:PF00006,43,341,31,12,310,763,0.09,0.71,0.72,0.72,0.18,105,21,22,84,989,0.2,0.91,0.49,0.49,0.27
PF00004,PF00013:PF00023:PF00027,253,249,138,115,111,752,0.55,0.8,0.55,0.55,0.42,91,71,182,20,843,0.78,0.82,0.28,0.28,0.39
PF00005,PF00003:PF00006:PF00027,281,166,101,180,65,770,0.61,0.78,0.36,0.36,0.34,35,34,247,1,834,0.97,0.78,0.12,0.12,0.3
PF00006,PF00016:PF00010:PF00003,59,162,35,24,127,930,0.22,0.86,0.59,0.59,0.3,20,12,47,8,1049,0.6,0.95,0.2,0.2,0.33
PF00007,PF00029:PF00021:PF00019,9,42,7,2,35,1072,0.17,0.97,0.78,0.78,0.35,4,3,6,1,1106,0.75,0.99,0.33,0.33,0.5
PF00008,PF00008:PF00028:PF00002,93,132,93,0,39,984,0.7,0.97,1.0,1.0,0.82,44,43,50,1,1022,0.98,0.95,0.46,0.46,0.66
PF00009,PF00020:PF00013:PF00015,146,120,58,88,62,908,0.48,0.87,0.4,0.4,0.36,17,14,132,3,967,0.82,0.88,0.1,0.1,0.26
PF00010,PF00016:PF00003:PF00006,131,92,37,94,55,930,0.4,0.87,0.28,0.28,0.27,18,12,119,6,979,0.67,0.89,0.09,0.09,0.22
PF00011,PF00010:PF00029:PF00016,50,140,29,21,111,955,0.21,0.88,0.58,0.58,0.3,9,6,44,3,1063,0.67,0.96,0.12,0.12,0.27
PF00012,PF00012:PF00016:PF00009,105,204,105,0,99,912,0.51,0.91,1.0,1.0,0.68,56,52,53,4,1007,0.93,0.95,0.5,0.5,0.66
PF00013,PF00013:PF00023:PF00009,100,272,100,0,172,844,0.37,0.85,1.0,1.0,0.55,102,73,27,29,987,0.72,0.95,0.73,0.73,0.7
PF00014,PF00029:PF00028:PF00013,41,133,27,14,106,969,0.2,0.89,0.66,0.66,0.33,23,11,30,12,1063,0.48,0.96,0.27,0.27,0.34
PF00015,PF00015:PF00009:PF00010,22,227,22,0,205,889,0.1,0.82,1.0,1.0,0.28,60,16,6,44,1050,0.27,0.96,0.73,0.73,0.42
PF00016,PF00019:PF00006:PF00010,13,172,10,3,162,941,0.06,0.85,0.77,0.77,0.18,42,6,7,36,1067,0.14,0.96,0.46,0.46,0.24
PF00017,PF00017:PF00018:PF00030,97,177,97,0,80,939,0.55,0.93,1.0,1.0,0.71,59,56,41,3,1016,0.95,0.96,0.58,0.58,0.72
PF00018,PF00017:PF00023:PF00030,127,221,82,45,139,850,0.37,0.84,0.65,0.65,0.4,50,37,90,13,976,0.74,0.91,0.29,0.29,0.43
PF00019,PF00019:PF00016:PF00020,31,52,31,0,21,1064,0.6,0.98,1.0,1.0,0.76,10,9,22,1,1084,0.9,0.98,0.29,0.29,0.5
PF00020,PF00020:PF00019:PF00016,19,52,19,0,33,1064,0.37,0.97,1.0,1.0,0.6,10,9,10,1,1096,0.9,0.99,0.47,0.47,0.65
PF00021,PF00021:PF00007:PF00029,11,19,11,0,8,1097,0.58,0.99,1.0,1.0,0.76,5,3,8,2,1103,0.6,0.99,0.27,0.27,0.4
PF00022,PF00022:PF00025:PF00006,101,194,101,0,93,922,0.52,0.92,1.0,1.0,0.69,52,45,56,7,1008,0.87,0.94,0.45,0.45,0.6
PF00023,PF00013:PF00018:PF00008,164,216,94,70,122,830,0.44,0.83,0.57,0.57,0.4,76,51,113,25,927,0.67,0.88,0.31,0.31,0.4
PF00024,PF00030:PF00017:PF00016,51,116,28,23,88,977,0.24,0.9,0.55,0.55,0.32,8,6,45,2,1063,0.75,0.96,0.12,0.12,0.29
PF00025,PF00022:PF00028:PF00011,101,148,47,54,101,914,0.32,0.86,0.47,0.47,0.31,41,26,75,15,1000,0.63,0.92,0.26,0.26,0.37
PF00026,PF00012:PF00011:PF00027,83,187,54,29,133,900,0.29,0.85,0.65,0.65,0.37,56,31,52,25,1008,0.55,0.93,0.37,0.37,0.42
PF00027,PF00005:PF00004:PF00002,110,395,90,20,305,701,0.23,0.71,0.82,0.82,0.32,157,63,47,94,912,0.4,0.87,0.57,0.57,0.41
PF00028,PF00028:PF00008:PF00002,53,132,53,0,79,984,0.4,0.93,1.0,1.0,0.61,44,36,17,8,1055,0.82,0.98,0.68,0.68,0.73
PF00029,PF00007:PF00019:PF00020,6,45,5,1,40,1070,0.11,0.96,0.83,0.83,0.3,10,4,2,6,1104,0.4,0.99,0.67,0.67,0.51
PF00030,PF00017:PF00024:PF00029,16,123,7,9,116,984,0.06,0.89,0.44,0.44,0.13,28,4,12,24,1076,0.14,0.97,0.25,0.25,0.17
